run_number,timestamp_ms,state,voltage,yaw,pitch,roll,pitchIn,pitchOut,pitchSetpt,rollIn,rollOut,rollSetpt,yawIn,yawOut,yawSetpt,motorTL,motorTR,motorBL,motorBR
1,11583,0,11.82,-179.941,-3.604,2.126,-3.6043,0.1200,2.0000,2.1255,-0.0629,0.0000,0.0000,0.0000,0.0000,0.0629,-0.0629,0.1771,0.3029
1,11603,0,11.74,-179.948,-3.604,2.119,-3.6041,0.1200,2.0000,2.1188,-0.0638,0.0000,0.0000,0.0000,0.0000,0.0638,-0.0638,0.1762,0.3038
1,11623,0,11.76,-179.947,-3.597,2.091,-3.5971,0.1200,2.0000,2.0908,-0.0636,0.0000,0.0000,0.0000,0.0000,0.0636,-0.0636,0.1764,0.3036
1,11643,0,11.76,-179.946,-3.597,2.077,-3.5971,0.1200,2.0000,2.0768,-0.0627,0.0000,0.0000,0.0000,0.0000,0.0627,-0.0627,0.1773,0.3027
1,11663,0,11.80,-179.939,-3.583,2.070,-3.5832,0.1200,2.0000,2.0696,-0.0623,0.0000,0.0000,0.0000,0.0000,0.0623,-0.0623,0.1777,0.3023
1,11683,0,11.76,-179.933,-3.569,2.111,-3.5694,0.1200,2.0000,2.1114,-0.0621,0.0000,0.0000,0.0000,0.0000,0.0621,-0.0621,0.1779,0.3021
1,11703,0,11.76,-179.934,-3.562,2.139,-3.5624,0.1200,2.0000,2.1394,-0.0633,0.0000,0.0000,0.0000,0.0000,0.0633,-0.0633,0.1767,0.3033
1,11723,0,11.80,-179.934,-3.562,2.167,-3.5624,0.1200,2.0000,2.1674,-0.0642,0.0000,0.0000,0.0000,0.0000,0.0642,-0.0642,0.1758,0.3042
1,11743,0,11.68,-179.934,-3.555,2.167,-3.5554,0.1200,2.0000,2.1674,-0.0650,0.0000,0.0000,0.0000,0.0000,0.0650,-0.0650,0.1750,0.3050
1,11763,0,11.74,-179.934,-3.562,2.146,-3.5624,0.1200,2.0000,2.1464,-0.0650,0.0000,0.0000,0.0000,0.0000,0.0650,-0.0650,0.1750,0.3050
1,11783,0,11.77,-179.934,-3.583,2.132,-3.5834,0.1200,2.0000,2.1324,-0.0644,0.0000,0.0000,0.0000,0.0000,0.0644,-0.0644,0.1756,0.3044
1,11803,0,11.80,-179.934,-3.597,2.132,-3.5974,0.1200,2.0000,2.1323,-0.0640,0.0000,0.0000,0.0000,0.0000,0.0640,-0.0640,0.1760,0.3040
1,11823,0,11.74,-179.934,-3.604,2.139,-3.6044,0.1200,2.0000,2.1393,-0.0640,0.0000,0.0000,0.0000,0.0000,0.0640,-0.0640,0.1760,0.3040
1,11843,0,11.77,-179.928,-3.612,2.146,-3.6116,0.1200,2.0000,2.1461,-0.0642,0.0000,0.0000,0.0000,0.0000,0.0642,-0.0642,0.1758,0.3042
1,11863,0,11.80,-179.921,-3.598,2.160,-3.5977,0.1200,2.0000,2.1599,-0.0644,0.0000,0.0000,0.0000,0.0000,0.0644,-0.0644,0.1756,0.3044
1,11883,0,11.76,-179.928,-3.584,2.160,-3.5836,0.1200,2.0000,2.1601,-0.0648,0.0000,0.0000,0.0000,0.0000,0.0648,-0.0648,0.1752,0.3048
1,11904,0,11.77,-179.927,-3.556,2.153,-3.5555,0.1200,2.0000,2.1532,-0.0648,0.0000,0.0000,0.0000,0.0000,0.0648,-0.0648,0.1752,0.3048
1,11923,0,11.80,-179.926,-3.535,2.132,-3.5345,0.1200,2.0000,2.1322,-0.0640,0.0000,0.0000,0.0000,0.0000,0.0640,-0.0640,0.1760,0.3040
1,11943,0,11.69,-179.925,-3.527,2.125,-3.5275,0.1200,2.0000,2.1252,-0.0638,0.0000,0.0000,0.0000,0.0000,0.0638,-0.0638,0.1762,0.3038
1,11964,0,11.76,-179.926,-3.521,2.146,-3.5205,0.1200,2.0000,2.1462,-0.0644,0.0000,0.0000,0.0000,0.0000,0.0644,-0.0644,0.1756,0.3044
1,11984,0,11.78,-179.933,-3.513,2.160,-3.5134,0.1200,2.0000,2.1604,-0.0648,0.0000,0.0000,0.0000,0.0000,0.0648,-0.0648,0.1752,0.3048
1,12004,0,11.77,-179.933,-3.513,2.153,-3.5134,0.1200,2.0000,2.1534,-0.0646,0.0000,0.0000,0.0000,0.0000,0.0646,-0.0646,0.1754,0.3046
1,12024,0,11.77,-179.926,-3.527,2.132,-3.5275,0.1200,2.0000,2.1322,-0.0640,0.0000,0.0000,0.0000,0.0000,0.0640,-0.0640,0.1760,0.3040
1,12044,0,11.74,-179.912,-3.549,2.125,-3.5488,0.1200,2.0000,2.1247,-0.0637,0.0000,0.0000,0.0000,0.0000,0.0637,-0.0637,0.1763,0.3037
1,12064,0,11.80,-179.906,-3.570,2.138,-3.5699,0.1200,2.0000,2.1385,-0.0642,0.0000,0.0000,0.0000,0.0000,0.0642,-0.0642,0.1758,0.3042
1,12084,0,11.78,-179.913,-3.584,2.153,-3.5838,0.1200,2.0000,2.1527,-0.0646,0.0000,0.0000,0.0000,0.0000,0.0646,-0.0646,0.1754,0.3046
1,12104,0,11.74,-179.914,-3.584,2.160,-3.5838,0.1200,2.0000,2.1597,-0.0648,0.0000,0.0000,0.0000,0.0000,0.0648,-0.0648,0.1752,0.3048
1,12124,0,11.77,-179.913,-3.577,2.160,-3.5768,0.1200,2.0000,2.1597,-0.0648,0.0000,0.0000,0.0000,0.0000,0.0648,-0.0648,0.1752,0.3048
1,12144,0,11.70,-179.913,-3.563,2.167,-3.5628,0.1200,2.0000,2.1667,-0.0650,0.0000,0.0000,0.0000,0.0000,0.0650,-0.0650,0.1750,0.3050
1,12164,0,11.76,-179.913,-3.549,2.160,-3.5488,0.1200,2.0000,2.1597,-0.0648,0.0000,0.0000,0.0000,0.0000,0.0648,-0.0648,0.1752,0.3048
1,12184,0,11.67,-179.920,-3.549,2.160,-3.5487,0.1200,2.0000,2.1600,-0.0648,0.0000,0.0000,0.0000,0.0000,0.0648,-0.0648,0.1752,0.3048
1,12204,0,11.79,-179.920,-3.549,2.160,-3.5487,0.1200,2.0000,2.1600,-0.0648,0.0000,0.0000,0.0000,0.0000,0.0648,-0.0648,0.1752,0.3048
1,12224,0,11.76,-179.920,-3.556,2.160,-3.5557,0.1200,2.0000,2.1599,-0.0648,0.0000,0.0000,0.0000,0.0000,0.0648,-0.0648,0.1752,0.3048
1,12244,0,11.75,-179.920,-3.556,2.153,-3.5557,0.1200,2.0000,2.1530,-0.0646,0.0000,0.0000,0.0000,0.0000,0.0646,-0.0646,0.1754,0.3046
1,12264,0,11.77,-179.913,-3.542,2.153,-3.5418,0.1200,2.0000,2.1528,-0.0646,0.0000,0.0000,0.0000,0.0000,0.0646,-0.0646,0.1754,0.3046
1,12284,0,11.80,-179.912,-3.535,2.139,-3.5348,0.1200,2.0000,2.1388,-0.0642,0.0000,0.0000,0.0000,0.0000,0.0642,-0.0642,0.1758,0.3042
1,12304,0,11.75,-179.919,-3.542,2.118,-3.5416,0.1200,2.0000,2.1180,-0.0635,0.0000,0.0000,0.0000,0.0000,0.0635,-0.0635,0.1765,0.3035
1,12324,0,11.67,-179.919,-3.556,2.111,-3.5556,0.1200,2.0000,2.1110,-0.0633,0.0000,0.0000,0.0000,0.0000,0.0633,-0.0633,0.1767,0.3033
1,12344,0,11.73,-179.918,-3.563,2.097,-3.5626,0.1200,2.0000,2.0970,-0.0629,0.0000,0.0000,0.0000,0.0000,0.0629,-0.0629,0.1771,0.3029
1,12364,0,11.63,-179.918,-3.556,2.090,-3.5556,0.1200,2.0000,2.0900,-0.0627,0.0000,0.0000,0.0000,0.0000,0.0627,-0.0627,0.1773,0.3027
1,12384,0,11.76,-179.918,-3.542,2.090,-3.5416,0.1200,2.0000,2.0900,-0.0627,0.0000,0.0000,0.0000,0.0000,0.0627,-0.0627,0.1773,0.3027
1,12404,0,11.78,-179.917,-3.521,2.097,-3.5208,0.1200,2.0000,2.0966,-0.0629,0.0000,0.0000,0.0000,0.0000,0.0629,-0.0629,0.1771,0.3029
1,12424,0,11.73,-179.910,-3.493,2.110,-3.4929,0.1200,2.0000,2.1104,-0.0633,0.0000,0.0000,0.0000,0.0000,0.0633,-0.0633,0.1767,0.3033
1,12444,0,11.67,-179.918,-3.493,2.132,-3.4928,0.1200,2.0000,2.1316,-0.0639,0.0000,0.0000,0.0000,0.0000,0.0639,-0.0639,0.1761,0.3039
1,12464,0,11.80,-179.925,-3.486,2.139,-3.4857,0.1200,2.0000,2.1389,-0.0642,0.0000,0.0000,0.0000,0.0000,0.0642,-0.0642,0.1758,0.3042
1,12484,0,11.74,-179.925,-3.486,2.132,-3.4857,0.1200,2.0000,2.1319,-0.0640,0.0000,0.0000,0.0000,0.0000,0.0640,-0.0640,0.1760,0.3040
1,12504,0,11.80,-179.925,-3.486,2.132,-3.4857,0.1200,2.0000,2.1319,-0.0640,0.0000,0.0000,0.0000,0.0000,0.0640,-0.0640,0.1760,0.3040
1,12524,0,11.75,-179.925,-3.493,2.139,-3.4927,0.1200,2.0000,2.1389,-0.0642,0.0000,0.0000,0.0000,0.0000,0.0642,-0.0642,0.1758,0.3042
1,12544,0,11.77,-179.933,-3.492,2.153,-3.4924,0.1200,2.0000,2.1535,-0.0646,0.0000,0.0000,0.0000,0.0000,0.0646,-0.0646,0.1754,0.3046
1,12564,0,11.76,-179.947,-3.485,2.160,-3.4853,0.1200,2.0000,2.1605,-0.0648,0.0000,0.0000,0.0000,0.0000,0.0648,-0.0648,0.1752,0.3048
1,12584,0,11.78,-179.980,-3.450,2.141,-3.4496,0.1200,2.0000,2.1406,-0.0642,0.0000,0.0000,0.0000,0.0000,0.0642,-0.0642,0.1758,0.3042
1,12604,0,11.76,-179.999,-3.379,2.092,-3.3792,0.1200,2.0000,2.0923,-0.0628,0.0000,0.0000,0.0000,0.0000,0.0628,-0.0628,0.1772,0.3028
1,12624,0,11.79,179.997,-3.316,2.043,-3.3162,0.1200,2.0000,2.0432,-0.0613,0.0000,0.0000,0.0000,0.0000,0.0613,-0.0613,0.1787,0.3013
1,12644,0,11.77,179.991,-3.260,2.036,-3.2601,0.1200,2.0000,2.0364,-0.0611,0.0000,0.0000,0.0000,0.0000,0.0611,-0.0611,0.1789,0.3011
1,12664,0,11.75,179.977,-3.190,2.065,-3.1898,0.1200,2.0000,2.0648,-0.0619,0.0000,0.0000,0.0000,0.0000,0.0619,-0.0619,0.1781,0.3019
1,12684,0,11.80,179.964,-3.120,2.107,-3.1196,0.1200,2.0000,2.1072,-0.0632,0.0000,0.0000,0.0000,0.0000,0.0632,-0.0632,0.1768,0.3032
1,12704,0,11.78,179.949,-3.063,2.157,-3.0633,0.1200,2.0000,2.1565,-0.0647,0.0000,0.0000,0.0000,0.0000,0.0647,-0.0647,0.1753,0.3047
1,12724,0,11.80,179.934,-3.049,2.199,-3.0491,0.1200,2.0000,2.1989,-0.0660,0.0000,0.0000,0.0000,0.0000,0.0660,-0.0660,0.1740,0.3060
1,12744,0,11.68,179.927,-3.063,2.220,-3.0629,0.1200,2.0000,2.2201,-0.0666,0.0000,0.0000,0.0000,0.0000,0.0666,-0.0666,0.1734,0.3066
1,12764,0,11.77,179.933,-3.098,2.220,-3.0981,0.1200,2.0000,2.2199,-0.0666,0.0000,0.0000,0.0000,0.0000,0.0666,-0.0666,0.1734,0.3066
1,12784,0,11.74,179.939,-3.140,2.220,-3.1402,0.1200,2.0000,2.2197,-0.0666,0.0000,0.0000,0.0000,0.0000,0.0666,-0.0666,0.1734,0.3066
1,12804,0,11.77,179.939,-3.168,2.206,-3.1682,0.1200,2.0000,2.2057,-0.0662,0.0000,0.0000,0.0000,0.0000,0.0662,-0.0662,0.1738,0.3062
1,12824,0,11.80,179.940,-3.161,2.171,-3.1612,0.1200,2.0000,2.1707,-0.0651,0.0000,0.0000,0.0000,0.0000,0.0651,-0.0651,0.1749,0.3051
1,12845,0,11.68,179.949,-3.119,2.129,-3.1193,0.1200,2.0000,2.1286,-0.0639,0.0000,0.0000,0.0000,0.0000,0.0639,-0.0639,0.1761,0.3039
1,12865,0,11.73,179.952,-3.057,2.065,-3.0565,0.1200,2.0000,2.0652,-0.0620,0.0000,0.0000,0.0000,0.0000,0.0620,-0.0620,0.1780,0.3020
1,12885,0,11.67,179.962,-2.980,2.016,-2.9796,0.1200,2.0000,2.0161,-0.0605,0.0000,0.0000,0.0000,0.0000,0.0605,-0.0605,0.1795,0.3005
1,12905,0,11.76,179.956,-2.896,2.009,-2.8955,0.1200,2.0000,2.0093,-0.0603,0.0000,0.0000,0.0000,0.0000,0.0603,-0.0603,0.1797,0.3003
1,12925,0,11.75,179.957,-2.826,2.037,-2.8255,0.1200,2.0000,2.0372,-0.0611,0.0000,0.0000,0.0000,0.0000,0.0611,-0.0611,0.1789,0.3011
1,12945,0,11.80,179.943,-2.741,2.100,-2.7414,0.1200,2.0000,2.1002,-0.0630,0.0000,0.0000,0.0000,0.0000,0.0630,-0.0630,0.1770,0.3030
1,12965,0,11.75,179.936,-2.657,2.163,-2.6573,0.1200,2.0000,2.1633,-0.0649,0.0000,0.0000,0.0000,0.0000,0.0649,-0.0649,0.1751,0.3049
1,12985,0,11.68,179.937,-2.587,2.156,-2.5873,0.1200,2.0000,2.1562,-0.0647,0.0000,0.0000,0.0000,0.0000,0.0647,-0.0647,0.1753,0.3047
1,13005,0,11.80,179.947,-2.510,2.093,-2.5105,0.1200,2.0000,2.0931,-0.0628,0.0000,0.0000,0.0000,0.0000,0.0628,-0.0628,0.1772,0.3028
1,13025,0,11.75,179.957,-2.420,2.016,-2.4198,0.1200,2.0000,2.0157,-0.0605,0.0000,0.0000,0.0000,0.0000,0.0605,-0.0605,0.1795,0.3005
1,13045,0,11.77,179.960,-2.301,1.967,-2.3008,0.1200,2.0000,1.9667,-0.0590,0.0000,0.0000,0.0000,0.0000,0.0590,-0.0590,0.1810,0.2990
1,13065,0,11.78,179.962,-2.210,1.966,-2.2100,0.1200,2.0000,1.9664,-0.0590,0.0000,0.0000,0.0000,0.0000,0.0590,-0.0590,0.1810,0.2990
1,13085,0,11.76,179.962,-2.168,1.987,-2.1680,0.1200,2.0000,1.9874,-0.0596,0.0000,0.0000,0.0000,0.0000,0.0596,-0.0596,0.1804,0.2996
1,13105,0,11.69,179.969,-2.154,2.001,-2.1542,0.1200,2.0000,2.0012,-0.0600,0.0000,0.0000,0.0000,0.0000,0.0600,-0.0600,0.1800,0.3000
1,13125,0,11.78,179.977,-2.126,1.987,-2.1263,0.1200,2.0000,1.9871,-0.0596,0.0000,0.0000,0.0000,0.0000,0.0596,-0.0596,0.1804,0.2996
1,13145,0,11.75,179.972,-2.049,1.966,-2.0492,0.1200,2.0000,1.9662,-0.0590,0.0000,0.0000,0.0000,0.0000,0.0590,-0.0590,0.1810,0.2990
1,13165,0,11.77,179.960,-1.923,1.987,-1.9230,0.1200,2.0000,1.9875,-0.0596,0.0000,0.0000,0.0000,0.0000,0.0596,-0.0596,0.1804,0.2996
1,13185,1,11.75,179.954,-1.804,2.064,-1.8040,0.1574,2.0000,2.0645,-0.0619,0.0000,0.0061,0.0000,0.0000,0.0919,0.0753,0.1175,0.1341
1,13205,1,11.78,179.940,-1.713,2.128,-1.7128,0.1502,2.0000,2.1276,-0.0638,0.0000,0.0194,-0.0001,0.0000,0.1184,0.0968,0.1476,0.1693
1,13225,1,11.80,179.933,-1.685,2.170,-1.6846,0.1463,2.0000,2.1696,-0.0651,0.0000,0.0265,-0.0004,0.0000,0.1445,0.1180,0.1777,0.2045
1,13245,1,11.82,179.933,-1.692,2.177,-1.6916,0.1467,2.0000,2.1766,-0.0653,0.0000,0.0268,-0.0006,0.0000,0.1691,0.1381,0.2081,0.2397
1,13265,1,11.79,179.940,-1.706,2.163,-1.7058,0.1486,2.0000,2.1626,-0.0649,0.0000,0.0198,-0.0006,0.0000,0.1929,0.1575,0.2389,0.2749
1,13285,1,11.68,179.947,-1.699,2.134,-1.6989,0.1500,2.0000,2.1345,-0.0640,0.0000,0.0123,-0.0004,0.0000,0.2168,0.1774,0.2701,0.3101
1,13305,1,11.68,179.941,-1.657,2.135,-1.6568,0.1491,2.0000,2.1346,-0.0640,0.0000,0.0185,-0.0003,0.0000,0.2422,0.1981,0.3009,0.3453
1,13325,1,11.61,179.935,-1.601,2.170,-1.6007,0.1474,2.0000,2.1696,-0.0651,0.0000,0.0249,-0.0004,0.0000,0.2680,0.2188,0.3306,0.3805
1,13345,1,11.77,179.928,-1.531,2.212,-1.5306,0.1454,2.0000,2.2116,-0.0663,0.0000,0.0312,-0.0005,0.0000,0.2944,0.2397,0.3601,0.4157
1,13365,1,11.74,179.923,-1.454,2.239,-1.4536,0.1426,2.0000,2.2392,-0.0672,0.0000,0.0370,-0.0007,0.0000,0.3217,0.2617,0.3897,0.4509
1,13385,1,11.59,179.917,-1.342,2.267,-1.3416,0.1408,2.0000,2.2672,-0.0680,0.0000,0.0421,-0.0008,0.0000,0.3484,0.2831,0.4192,0.4861
1,13405,1,11.75,179.920,-1.202,2.267,-1.2017,0.1366,2.0000,2.2672,-0.0680,0.0000,0.0394,-0.0009,0.0000,0.3779,0.3080,0.4494,0.5213
1,13425,1,11.58,179.916,-1.062,2.260,-1.0617,0.1299,2.0000,2.2602,-0.0678,0.0000,0.0435,-0.0009,0.0000,0.4110,0.3365,0.4801,0.5565
1,13445,1,11.70,179.926,-0.929,2.260,-0.9289,0.1230,2.0000,2.2600,-0.0678,0.0000,0.0339,-0.0010,0.0000,0.4450,0.3659,0.5103,0.5917
1,13465,1,11.75,179.935,-0.803,2.260,-0.8032,0.1171,2.0000,2.2599,-0.0678,0.0000,0.0245,-0.0007,0.0000,0.4792,0.3951,0.5409,0.6269
1,13485,1,11.59,179.924,-0.663,2.302,-0.6630,0.1154,2.0000,2.3019,-0.0691,0.0000,0.0359,-0.0005,0.0000,0.5086,0.4179,0.5699,0.6621
1,13505,1,11.68,179.927,-0.509,2.365,-0.5092,0.1067,2.0000,2.3647,-0.0709,0.0000,0.0331,-0.0008,0.0000,0.5473,0.4495,0.5972,0.6973
1,13525,1,11.75,179.930,-0.348,2.386,-0.3483,0.1025,2.0000,2.3856,-0.0716,0.0000,0.0299,-0.0007,0.0000,0.5812,0.4774,0.6266,0.7325
1,13545,1,11.62,179.932,-0.229,2.413,-0.2294,0.0949,2.0000,2.4134,-0.0724,0.0000,0.0274,-0.0007,0.0000,0.6210,0.5108,0.6555,0.7677
1,13565,1,11.70,179.934,-0.125,2.406,-0.1245,0.0897,2.0000,2.4064,-0.0722,0.0000,0.0252,-0.0006,0.0000,0.6579,0.5430,0.6860,0.8029
1,13585,1,11.68,179.950,-0.055,2.406,-0.0549,0.0858,2.0000,2.4063,-0.0722,0.0000,0.0098,-0.0006,0.0000,0.6934,0.5733,0.7161,0.8381
1,13605,1,11.68,179.980,0.028,2.385,0.0284,0.0840,2.0000,2.3854,-0.0716,0.0000,-0.0200,-0.0002,0.0000,0.7262,0.6016,0.7479,0.8733
1,13625,1,11.68,179.974,0.098,2.322,0.0985,0.0820,2.0000,2.3220,-0.0697,0.0000,-0.0144,0.0004,0.0000,0.7603,0.6329,0.7827,0.9085
1,13645,1,11.68,179.976,0.189,2.273,0.1894,0.0759,2.0000,2.2731,-0.0682,0.0000,-0.0161,0.0003,0.0000,0.8010,0.6717,0.8156,0.9437
1,13665,1,11.70,180.027,0.328,2.252,0.3283,0.0737,2.0000,2.2522,-0.0676,0.0000,-0.0678,0.0004,0.0000,0.8353,0.7023,0.8473,0.9789
1,13685,1,11.69,180.065,0.495,2.204,0.4954,0.0714,2.0000,2.2035,-0.0661,0.0000,-0.1059,0.0015,0.0000,0.8602,0.7250,0.8708,1.0000
1,13705,1,11.65,180.147,0.767,2.120,0.7668,0.0647,2.0000,2.1203,-0.0636,0.0000,-0.1875,0.0023,0.0000,0.8753,0.7435,0.8774,1.0000
1,13725,1,11.70,180.207,1.088,1.919,1.0878,0.0548,2.0000,1.9185,-0.0576,0.0000,-0.2475,0.0041,0.0000,0.8986,0.7752,0.8931,1.0000
1,13746,1,11.69,180.309,1.450,1.746,1.4503,0.0394,2.0000,1.7456,-0.0524,0.0000,-0.3493,0.0054,0.0000,0.9320,0.8164,0.9062,1.0000
1,13765,1,11.69,180.467,1.826,1.623,1.8261,0.0251,2.0000,1.6234,-0.0524,0.0000,-0.5070,0.0112,0.0000,0.9721,0.8451,0.9176,1.0000
1,13786,1,11.68,180.582,2.182,1.543,2.1816,0.0110,2.0000,1.5432,-0.0487,0.0000,-0.6225,0.0137,0.0000,1.0000,0.8752,0.9245,0.9946
1,13806,1,11.67,180.671,2.558,1.526,2.5584,-0.0060,2.0000,1.5262,-0.0463,0.0000,-0.7112,0.0156,0.0000,1.0000,0.8761,0.8954,0.9567
1,13826,1,11.68,180.752,2.823,1.558,2.8230,-0.0204,2.0000,1.5578,-0.0458,0.0000,-0.7925,0.0174,0.0000,1.0000,0.8736,0.8677,0.9244
1,13846,1,11.62,180.800,3.067,1.645,3.0667,-0.0318,2.0000,1.6447,-0.0467,0.0000,-0.8401,0.0185,0.0000,1.0000,0.8696,0.8429,0.8994
1,13866,1,11.70,180.876,3.261,1.781,3.2606,-0.0438,2.0000,1.7813,-0.0493,0.0000,-0.9168,0.0202,0.0000,1.0000,0.8610,0.8137,0.8720
1,13886,1,11.76,180.878,3.265,2.061,3.2655,-0.0573,2.0000,2.0614,-0.0534,0.0000,-0.9180,0.0202,0.0000,1.0000,0.8527,0.7785,0.8449
1,13906,1,11.73,180.887,3.122,2.508,3.1223,-0.0522,2.0000,2.5081,-0.0618,0.0000,-0.9275,0.0204,0.0000,1.0000,0.8355,0.7720,0.8549
1,13926,1,11.77,180.946,3.062,2.922,3.0617,-0.0410,2.0000,2.9225,-0.0752,0.0000,-0.9864,0.0217,0.0000,1.0000,0.8061,0.7675,0.8746
1,13946,1,11.67,181.038,3.142,3.129,3.1417,-0.0403,2.0000,3.1286,-0.0877,0.0000,-1.0781,0.0237,0.0000,1.0000,0.7772,0.7441,0.8720
1,13966,1,11.67,181.130,3.146,3.152,3.1460,-0.0495,2.0000,3.1521,-0.0939,0.0000,-1.1699,0.0257,0.0000,1.0000,0.7608,0.7132,0.8495
1,13986,1,11.73,181.206,3.048,2.971,3.0477,-0.0476,2.0000,2.9711,-0.0946,0.0000,-1.2462,0.0274,0.0000,1.0000,0.7560,0.7156,0.8499
1,14006,1,11.70,181.312,2.923,2.602,2.9229,-0.0430,2.0000,2.6018,-0.0891,0.0000,-1.3526,0.0298,0.0000,1.0000,0.7622,0.7358,0.8546
1,14026,1,11.66,181.375,2.794,2.161,2.7937,-0.0395,2.0000,2.1607,-0.0781,0.0000,-1.4156,0.0311,0.0000,1.0000,0.7816,0.7650,0.8588
1,14046,1,11.73,181.398,2.658,1.753,2.6582,-0.0316,2.0000,1.7535,-0.0648,0.0000,-1.4383,0.0316,0.0000,1.0000,0.8071,0.8072,0.8735
1,14066,1,11.77,181.461,2.626,1.482,2.6255,-0.0233,2.0000,1.4818,-0.0526,0.0000,-1.5017,0.0330,0.0000,1.0000,0.8287,0.8481,0.8872
1,14086,1,11.63,181.613,2.646,1.360,2.6463,-0.0278,2.0000,1.3596,-0.0445,0.0000,-1.6530,0.0364,0.0000,1.0000,0.8384,0.8556,0.8718
1,14106,1,11.68,181.822,2.602,1.385,2.6016,-0.0257,2.0000,1.3847,-0.0408,0.0000,-1.8628,0.0410,0.0000,1.0000,0.8365,0.8669,0.8666
1,14126,1,11.74,182.022,2.618,1.523,2.6178,-0.0197,2.0000,1.5226,-0.0415,0.0000,-2.0622,0.0454,0.0000,1.0000,0.8262,0.8776,0.8699
1,14146,1,11.70,182.239,2.794,1.699,2.7935,-0.0212,2.0000,1.6992,-0.0457,0.0000,-2.2791,0.0501,0.0000,1.0000,0.8084,0.8662,0.8573
1,14166,1,11.65,182.577,3.029,1.909,3.0290,-0.0293,2.0000,1.9088,-0.0510,0.0000,-2.6172,0.0576,0.0000,1.0000,0.7829,0.8394,0.8262
1,14186,1,11.70,183.041,3.220,2.101,3.2196,-0.0389,2.0000,2.1015,-0.0573,0.0000,21.9189,-0.4822,0.0000,0.1783,0.9660,0.0000,1.0000
1,14206,1,11.70,183.342,3.450,2.194,3.4498,-0.0432,2.0000,2.1938,-0.0630,0.0000,21.6179,-0.4756,0.0000,0.1973,0.9632,0.0000,1.0000
1,14226,1,11.69,183.434,3.826,2.215,3.8256,-0.0524,2.0000,2.2151,-0.0658,0.0000,21.5256,-0.4736,0.0000,0.2192,0.9752,0.0000,1.0000
1,14246,1,11.74,183.480,4.286,2.245,4.2860,-0.0663,2.0000,2.2451,-0.0665,0.0000,21.4798,-0.4726,0.0000,0.2462,0.9996,0.0000,1.0000
1,14266,1,11.75,183.544,4.814,2.341,4.8144,-0.0840,2.0000,2.3412,-0.0674,0.0000,21.4160,-0.4712,0.0000,0.2727,1.0000,0.0000,0.9699
